OBJECTID,StopID,NextRide,Location,Juris,Photo,Routes,Day_Category,Q2016_2,Q2016_3,Q2016_4,Q2017_1,Q2017_2,Q2017_3,Q2017_4,Q2018_12,Q2018_2,Q2018_3,Q42018,Q2019_1,Q2019_2
138,9591,16912,POWER RD & MCLELLAN RD,Mesa,https://farm8.staticflickr.com/7453/15877517513_f5c015219d_o.jpg,184,Weekend,1,1,1,1,0,1,1,1,0,0,0,0,0
139,5055,16285,CIVIC CENTER DR & WARNER RD,Gilbert,https://farm8.staticflickr.com/7281/16311749777_11a9df33e2_o.jpg,136,Weekend,0,0,0,1,1,0,0,1,0,0,0,0,0
140,3101,16100,STAPLEY DR & BROWN RD,Mesa,https://farm8.staticflickr.com/7403/16309956888_7c0fc07d27_o.jpg,128,Weekend,,,,0,,0,0,0,0,0,0,0,0
141,4603,16241,GILBERT RD & GRANDVIEW ST,Mesa,https://farm8.staticflickr.com/7373/16311405619_f9e55732b4_o.jpg,136,Weekend,0,0,0,,,0,0,0,,0,0,0,
142,2890,16193,GILBERT RD & HOUSTON AVE,Gilbert,https://farm8.staticflickr.com/7335/16309957388_e9f1b92c24_o.jpg,136 | 531,Weekend,1,1,1,1,0,1,1,3,1,2,1,1,1
143,4721,16747,POWER RD & BROWN RD,Mesa,https://farm9.staticflickr.com/8594/16497679545_f66d7415b5_o.jpg,184,Weekend,5,5,5,4,3,3,4,8,4,4,4,5,4
144,4609,16240,GILBERT RD & MCLELLAN RD,Mesa,https://farm8.staticflickr.com/7456/16309951708_95cee05ea9_o.jpg,136,Weekend,1,1,1,1,0,0,0,0,0,0,0,0,1
145,5218,12578,POWER RD & VIA ROSSMOOR BLVD,Mesa,https://farm8.staticflickr.com/7305/16310218740_ce0406d2bf_o.jpg,40 | 45 | 184,Weekend,4,4,4,3,1,3,5,7,0,1,0,1,0
146,9143,18232,N GILBERT RD & E HALE ST,Mesa,https://farm8.staticflickr.com/7321/16311735277_d20903808e_o.jpg,136,Weekend,0,0,0,0,0,1,1,1,0,0,,,0
147,5088,16890,GILBERT RD & 2ND AVE,Mesa,https://farm8.staticflickr.com/7305/16311404249_98e683bce8_o.jpg,136,Weekend,0,0,0,0,0,0,0,2,0,0,0,1,1
148,3108,16097,STAPLEY DR & DOVER ST,Mesa,https://farm8.staticflickr.com/7417/16497684345_3e0a4fb12c_o.jpg,128,Weekend,1,0,0,1,0,1,0,1,0,0,0,0,0
149,9504,16743,MCKELLIPS & POWER RD,Mesa,https://farm8.staticflickr.com/7299/16309934588_72920948e3_o.jpg,184,Weekend,2,2,2,2,1,2,2,3,0,0,1,1,1
150,5101,16290,GILBERT RD & HARRISON ST,Gilbert,https://farm8.staticflickr.com/7379/16311404029_dfd5842459_o.jpg,136,Weekend,0,0,0,0,0,0,1,0,0,0,0,0,0
151,9101,10039,S GILBERT RD & E RAY RD,Gilbert,https://farm8.staticflickr.com/7394/16496657952_1750e155d0_o.jpg,136,Weekend,0,0,0,0,,1,1,0,,,0,,0
152,2891,16189,GILBERT RD & JUNIPER AVE,Gilbert,https://farm8.staticflickr.com/7298/16495946461_baed8b5652_o.jpg,136,Weekend,1,1,1,2,1,1,1,3,1,1,3,3,3
153,4605,18160,GILBERT RD & HERMOSA VISTA DR ,Mesa,https://farm8.staticflickr.com/7304/16495941321_b3c8725e7c_o.jpg,136,Weekend,0,0,0,0,,0,0,,0,,0,0,
154,3099,16095,STAPLEY DR & 2ND ST,Mesa,https://farm8.staticflickr.com/7453/16497684425_3576c4127b_o.jpg,128,Weekend,1,1,1,1,1,1,1,1,0,1,1,0,0
155,3371,16196,GILBERT RD & INVERNESS AVE,Mesa,https://farm8.staticflickr.com/7418/16311754857_12f62282d4_o.jpg,136,Weekend,2,2,2,2,2,1,1,2,1,1,1,1,1
156,8634,16987,POWER RD & MCDOWELL RD,Mesa,https://farm8.staticflickr.com/7358/16496661032_66b588c01f_o.jpg,184,Weekend,3,3,3,3,2,4,5,9,6,6,5,4,4
157,5095,16266,GILBERT RD & MAIN ST,Mesa,https://farm9.staticflickr.com/8567/16496650242_2d9fa85c39_o.jpg,136,Weekend,13,13,12,14,11,11,13,22,10,10,8,7,17
158,4723,16745,POWER RD & MCKELLIPS RD,Mesa,https://farm8.staticflickr.com/7299/16309928518_bc8d8dcb88_o.jpg,184,Weekend,7,7,6,7,4,6,7,8,7,8,8,8,8
159,5104,16292,GILBERT RD & LAURELWOOD DR,Maricopa County,https://farm8.staticflickr.com/7302/16309928138_5be5555be5_o.jpg,136,Weekend,1,1,1,0,0,0,0,0,0,0,0,0,0
160,9140,18301,N POWER RD & E HERMOSA VISTA DR,Mesa,https://farm8.staticflickr.com/7413/16311378029_057a465970_o.jpg,184,Weekend,1,1,1,1,1,1,1,1,0,0,1,1,0
161,9355,18416,S GILBERT RD & E GALVESTON ST,Gilbert,https://farm8.staticflickr.com/7362/16311722867_88a64273b7_o.jpg,136,Weekend,0,0,0,0,0,0,1,1,0,0,,0,
162,3104,16103,STAPLEY DR & JENSEN ST,Mesa,https://farm8.staticflickr.com/7365/16311755477_f3c2510f79_o.jpg,128,Weekend,0,0,0,0,0,0,0,0,,,0,,0
163,5601,16287,PALM ST & GILBERT RD,Gilbert,https://farm8.staticflickr.com/7393/16471677626_a3d0697d8d_o.jpg,136,Weekend,0,0,0,0,,0,0,0,0,0,0,0,0
164,533,16104,MCKELLIPS RD & STAPLEY DR,Mesa,https://farm5.staticflickr.com/4557/26516865739_e855ba95b3_o.jpg,128,Weekend,4,4,3,4,5,5,4,7,3,3,4,2,6
165,3557,16089,STAPLEY DR & EMERALD AVE,Mesa,https://farm8.staticflickr.com/7320/16311408669_f33f741fe2_o.jpg,128,Weekend,0,0,0,0,0,0,0,1,0,0,0,0,0
166,9144,18162,N GILBERT RD & E MCKELLIPS RD,Mesa,https://farm8.staticflickr.com/7326/16496657742_34d68cb48c_o.jpg,136,Weekend,0,0,0,0,0,0,0,,0,,0,,0
167,9089,18251,GILBERT MCDOWELL PARK AND RIDE,Mesa,https://farm8.staticflickr.com/7336/16471666256_d7cfe8d43a_o.jpg,136 | 535,Weekend,2,2,1,1,1,1,1,3,1,3,1,2,1
168,3555,16090,STAPLEY DR & 8TH AVE,Mesa,https://farm8.staticflickr.com/7319/16309955528_a3e1eeb807_o.jpg,128,Weekend,1,1,1,1,1,3,2,2,0,1,1,1,0
169,9433,18254,INNOVATION WAY N & S TWINING,Mesa,https://farm9.staticflickr.com/8675/15877518213_dfeb70d51c_o.jpg,184,Weekend,0,0,0,,,0,0,0,1,0,0,0,0
170,9503,18253,PHX-MESA GATEWAY AIRPORT,Mesa,https://farm9.staticflickr.com/8745/16946299502_419c8ecfab_o.jpg,184,Weekend,4,4,3,1,0,2,4,2,1,1,2,1,1
171,4599,16234,GILBERT RD & BROWN RD,Mesa,https://farm9.staticflickr.com/8582/16495918301_0fa1d5a687_o.jpg,136,Weekend,3,3,2,2,1,2,2,4,2,2,3,2,2
172,5217,12575,POWER RD & MAIN ST,Mesa,https://farm9.staticflickr.com/8588/16496649902_3ba00410fd_o.jpg,40 | 184,Weekend,10,10,9,10,5,10,13,17,7,14,12,11,9
173,9139,18300,N POWER RD & E MELROSE ST,Mesa,https://farm8.staticflickr.com/7334/15877519163_ae0866ea31_o.jpg,184,Weekend,1,1,0,1,0,1,1,1,0,0,0,0,1
174,2947,16224,HIGLEY RD & BROWN RD,Mesa,https://farm8.staticflickr.com/7371/16471686476_74a1b2bcff_o.jpg,136,Weekend,,,,,,,,0,,,,,
175,1859,16183,CIVIC CENTER DR & WARNER RD,Gilbert,https://farm9.staticflickr.com/8631/16497688085_a5bde5ca12_o.jpg,136,Weekend,1,1,1,1,1,1,1,2,1,0,1,1,1
176,9100,10035,S GILBERT RD & W CIVIC CENTER DR,Gilbert,https://farm9.staticflickr.com/8682/16310226890_27399e3c23_o.jpg,136,Weekend,2,2,1,0,0,0,0,1,0,0,1,0,0
177,8981,16759,SOSSAMAN & TAHOE AV,Mesa,https://farm9.staticflickr.com/8599/16309936098_3d71158a29_o.jpg,184,Weekend,0,0,0,0,,,0,,0,0,0,,0
178,3028,16739,POWER RD & DECATUR ST,Mesa,https://farm8.staticflickr.com/7359/16495919941_887b3d697f_o.jpg,184,Weekend,0,0,0,0,0,1,0,1,1,1,1,1,1
179,3102,16101,STAPLEY DR & GRANDVIEW ST,Mesa,https://farm8.staticflickr.com/7319/15877540013_aef93f456f_o.jpg,128,Weekend,0,0,0,0,0,0,0,0,,,1,0,
180,7965,16244,48TH ST & JASMINE ST,Mesa,https://farm8.staticflickr.com/7450/16496663082_be6ba6b92c_o.jpg,136,Weekend,,,,,,,,,,,,,
181,4595,16280,GILBERT RD & HEARNE WY,Gilbert,https://farm8.staticflickr.com/7603/16991939081_299727f662_o.jpg,136,Weekend,0,0,0,0,0,1,1,1,0,0,0,1,0
182,5100,16283,GILBERT RD & HACKAMORE AVE,Gilbert,https://farm8.staticflickr.com/7409/15877511843_f1b9913c53_o.jpg,136,Weekend,1,1,1,1,0,,,0,0,,0,0,0
183,8664,16983,POWER RD & MCDOWELL RD,Mesa,https://farm8.staticflickr.com/7320/16496662322_cb75575404_o.jpg,184,Weekend,1,1,1,0,0,2,2,2,0,0,0,0,0
184,5090,16270,GILBERT RD & 8TH AVE,Mesa,https://farm8.staticflickr.com/7318/16310241930_3a1c3000c4_o.jpg,136,Weekend,1,1,1,0,1,0,1,0,0,0,1,0,0
185,5094,16273,GILBERT RD & HAMPTON AVE,Mesa,https://farm8.staticflickr.com/7302/15877533723_63dd7a5873_o.jpg,136,Weekend,2,2,1,1,1,0,1,3,1,1,1,1,1
186,3107,16096,STAPLEY DR & UNIVERSITY DR,Mesa,https://farm8.staticflickr.com/7387/16496652132_b9110c0c9a_o.jpg,128,Weekend,4,4,3,3,1,2,2,4,2,1,2,2,2
187,3359,16195,GILBERT RD & BASELINE RD,Mesa,https://farm8.staticflickr.com/7286/16495919691_91f20b4f59_o.jpg,136,Weekend,8,8,7,8,6,6,8,15,7,10,9,11,12
188,3365,16199,GILBERT RD & PUEBLO AVE,Mesa,https://farm8.staticflickr.com/7446/16471685416_dd6042605d_o.jpg,136,Weekend,0,0,0,1,0,0,1,1,0,0,0,0,1
189,3030,16742,POWER RD & JENSEN ST,Mesa,https://farm8.staticflickr.com/7453/16310248350_651895025f_o.jpg,184,Weekend,1,1,1,1,0,0,0,1,,0,,0,0
190,9102,16175,S GILBERT RD & E GERMANN RD,Chandler,https://farm8.staticflickr.com/7405/16311735477_fe7b1d5cd6_o.jpg,136,Weekend,9,9,8,4,5,6,7,11,8,6,7,7,6
191,3355,16180,GILBERT RD & CYPRESS ST,Gilbert,https://farm8.staticflickr.com/7425/16311755027_7215420b83_o.jpg,136,Weekend,0,0,0,0,,,0,,0,0,0,0,0
192,8894,16758,Sossaman & Avery,Mesa,https://farm8.staticflickr.com/7288/15877520483_6600dec344_o.jpg,184,Weekend,0,0,0,,,0,,,0,,0,,
193,4607,18161,GILBERT RD & E LOCKWOOD ST ,Mesa,https://farm8.staticflickr.com/7354/16310243330_73c69a0527_o.jpg,136,Weekend,0,0,0,0,,,,0,0,0,0,0,0
194,9149,18235,S GILBERT RD & E PECOS RD,Gilbert,https://farm8.staticflickr.com/7388/16471665876_6abb9672ac_o.jpg,136,Weekend,1,1,1,1,1,1,1,2,1,1,1,1,1
195,3479,12583,POWER RD & HAMPTON AVE,Mesa,https://farm9.staticflickr.com/8612/16311384159_33baa849cf_o.jpg,40 | 45 | 61 | 184,Weekend,52,50,47,58,48,71,82,113,65,164,73,70,69
196,4612,16279,GILBERT RD & JUNIPER AVE,Gilbert,https://farm8.staticflickr.com/7365/15875119684_2a5fca7329_o.jpg,136,Weekend,2,2,2,1,1,1,2,3,1,2,2,2,2
197,5089,16269,GILBERT RD & 6TH AVE,Mesa,https://farm8.staticflickr.com/7318/16309950188_9b6263b422_o.jpg,136,Weekend,1,1,1,1,0,0,1,1,0,1,1,0,1
198,4614,16265,UNIVERSITY DR & MAIN ST,Mesa,https://farm8.staticflickr.com/7441/16497679725_aff0a2b9e1_o.jpg,136,Weekend,1,1,1,1,1,1,1,2,1,2,1,1,1
199,3556,16092,STAPLEY DR & BROADWAY RD,Mesa,https://farm9.staticflickr.com/8568/15877538463_7efff05b07_o.jpg,128,Weekend,3,3,3,2,2,2,2,5,3,3,4,3,2
200,3559,16093,STAPLEY DR & JARVIS AVE,Mesa,https://farm8.staticflickr.com/7421/15877513143_405e62c74a_o.jpg,128,Weekend,0,0,0,1,0,1,1,0,0,0,0,0,0
201,9141,18271,N GILBERT RD & E BROWN RD,Mesa,https://farm9.staticflickr.com/8634/16310226710_4b0a729d5d_o.jpg,136,Weekend,0,0,0,0,,,,0,0,0,0,0,0
202,2893,16204,GILBERT RD & MAIN ST,Mesa,https://farm8.staticflickr.com/7443/16311410459_34b8504f33_o.jpg,136,Weekend,4,4,4,4,3,4,4,7,4,3,1,2,3
203,7969,16228,INGRAM ST & ROSEMONT,Mesa,https://farm8.staticflickr.com/7283/16310216230_98da1dd0bc_o.jpg,136,Weekend,,,,,,,,,,,,,
204,215,16216,BROWN RD & VAL VISTA DR,Mesa,https://farm5.staticflickr.com/4520/38237539356_12c6c7a96d_o.jpg,136,Weekend,,,,,,,,,,,,,
205,3477,12586,POWER RD & BROADWAY RD,Mesa,https://farm8.staticflickr.com/7417/16309929688_da60ceede9_o.jpg,40 | 184,Weekend,1,1,1,1,1,2,11,3,3,2,0,0,1
206,9142,18231,N GILBERT RD & E GARY ST,Mesa,https://farm8.staticflickr.com/7359/16497651965_eb0e6bf24d_o.jpg,136,Weekend,0,0,0,0,0,1,0,0,0,0,0,,
207,2896,16188,GILBERT RD & VAUGHN AVE,Gilbert,https://farm9.staticflickr.com/8706/16740257687_b94612ac48_o.jpg,136,Weekend,1,1,1,2,2,1,1,3,2,2,0,0,1
208,5106,16274,GILBERT RD & INTREPID AVE,Mesa,https://farm8.staticflickr.com/7327/16309949928_957ccff5a0_o.jpg,136,Weekend,1,1,1,0,0,0,0,0,0,0,0,0,0
209,3356,16185,GILBERT RD & HACKAMORE AVE,Gilbert,https://farm8.staticflickr.com/7369/16496651972_bcdccbdf92_o.jpg,136,Weekend,0,0,0,1,0,0,0,0,0,0,0,0,0
210,3360,16202,GILBERT RD & BAYBERRY AVE,Mesa,https://farm8.staticflickr.com/7291/16496677092_96b78c488c_o.jpg,136,Weekend,0,0,0,0,0,0,0,0,0,0,0,0,0
211,3026,12130,POWER RD & ALBANY ST,Mesa,https://farm8.staticflickr.com/7327/16496677832_b03fba86ba_o.jpg,30 | 184,Weekend,2,2,2,2,1,0,1,2,1,1,1,1,1
212,5099,16281,GILBERT RD & ELLIOT RD,Gilbert,https://farm8.staticflickr.com/7636/16325217794_f45a3faf52_o.jpg,136,Weekend,3,3,2,1,1,2,2,3,1,1,2,3,1
213,3554,16091,STAPLEY DR & 6TH AVE,Mesa,https://farm8.staticflickr.com/7303/16497682985_c4a42d9631_o.jpg,128,Weekend,1,1,1,1,1,1,1,3,1,1,1,1,1
214,4601,16277,GILBERT RD & ENCINAS AVE,Gilbert,https://farm8.staticflickr.com/7323/16310243540_943e315bed_o.jpg,136,Weekend,0,0,0,1,0,0,0,0,0,0,1,0,1
215,8946,16296,GILBERT RD & GERMANN RD,Chandler,https://farm9.staticflickr.com/8569/16311378359_7c8da02902_o.jpg,136,Weekend,1,1,1,1,1,2,2,1,0,0,0,0,0
216,2897,16194,ASH ST & BASELINE RD,Gilbert,https://farm9.staticflickr.com/8655/16497684795_7cfb3994c3_o.jpg,136 | 531,Weekend,1,1,1,1,0,1,1,0,,0,0,0,0
217,9134,10034,GILBERT RD & SILVER CREEK RD,Gilbert,https://farm9.staticflickr.com/8574/16311390239_9460ec51c3_o.jpg,136,Weekend,0,0,0,0,,0,0,0,0,0,0,0,0
218,9138,16911,N POWER RD & E MELROSE ST,Mesa,https://farm8.staticflickr.com/7341/16471666036_d4c21d8211_o.jpg,184,Weekend,0,0,0,,,0,0,,0,0,0,,0
219,9133,10036,S GILBERT RD & S LAURELWOOD,Gilbert,https://farm8.staticflickr.com/7288/16471653556_fa383e762b_o.jpg,136,Weekend,1,1,1,0,0,0,0,1,0,0,0,0,0
220,3080,18090,SCOTTSDALE RD & ROOSEVELT ST,Scottsdale,https://farm8.staticflickr.com/7635/17003766255_94b55679ec_o.jpg,72,Weekend,15,14,13,13,11,16,16,25,13,13,11,14,13
221,3074,14704,SCOTTSDALE RD & MCDOWELL RD,Scottsdale,https://farm9.staticflickr.com/8728/16381355354_e88418022e_o.jpg,72,Weekend,7,7,6,8,6,7,10,16,7,9,13,9,8
222,3061,14705,SCOTTSDALE RD & GRANADA RD,Scottsdale,https://farm8.staticflickr.com/7611/16817563579_7060863edb_o.jpg,72,Weekend,8,8,7,6,3,5,6,9,6,8,6,7,6
223,9211,12639,SCOTTSDALE RD & E OAK ST,Scottsdale,https://farm9.staticflickr.com/8708/17003765675_6c01175f1b_o.jpg,72,Weekend,5,5,5,5,4,5,6,10,7,8,5,12,5
224,3093,14707,SCOTTSDALE RD & WILSHIRE DR,Scottsdale,https://farm9.staticflickr.com/8687/16977781196_9b7deb44d9_o.jpg,72,Weekend,2,1,1,1,0,1,1,3,1,2,1,2,2
225,3097,14708,SCOTTSDALE RD & WINDSOR AVE,Scottsdale,https://farm8.staticflickr.com/7601/16383644033_4a5a4cc350_o.jpg,72,Weekend,1,1,1,1,1,1,1,2,1,1,1,1,2
226,3084,14709,SCOTTSDALE RD & THOMAS RD,Scottsdale,https://farm9.staticflickr.com/8744/16383665113_050ff1706d_o.jpg,72,Weekend,35,33,31,37,30,36,46,62,36,40,38,35,36
227,3089,14711,SCOTTSDALE RD & DRINKWATER BLVD,Scottsdale,c,72,Weekend,3,3,3,4,2,5,5,5,5,4,4,5,4
228,3087,14703,BELLEVIEW ST & MCDOWELL RD,Scottsdale,https://farm8.staticflickr.com/7602/16816041558_76c442365b_o.jpg,72,Weekend,44,43,40,51,36,28,33,54,32,52,30,32,30
229,3078,14712,SCOTTSDALE RD & OSBORN RD,Scottsdale,https://farm8.staticflickr.com/7640/17002885551_f63a14ca1a_o.jpg,72,Weekend,12,12,11,8,7,8,10,19,11,12,10,10,13
230,7831,18091,SCOTTSDALE RD & 2ND ST,Scottsdale,https://farm9.staticflickr.com/8742/16796379037_e24ed84595_o.jpg,72,Weekend,1,1,1,0,,1,1,1,2,2,2,2,3
231,3047,14716,SCOTTSDALE RD & 2ND ST,Scottsdale,https://farm9.staticflickr.com/8711/16796363917_2c181fecf8_o.jpg,72,Weekend,2,2,1,1,2,3,5,6,2,1,1,1,3
232,4754,14792,SCOTTSDALE RD & FASHION SQUARE CIR,Scottsdale,https://farm9.staticflickr.com/8685/17002884231_4559fb03d8_o.jpg,72,Weekend,21,21,19,17,12,,,1,0,1,12,12,18
233,9122,12646,N SCOTTSDALE RD & E 2ND ST,Scottsdale,https://farm9.staticflickr.com/8698/17003779475_75600c7939_o.jpg,72,Weekend,10,10,9,11,9,8,4,4,5,9,10,12,14
234,4772,14799,SCOTTSDALE RD & OSBORN RD,Scottsdale,https://farm9.staticflickr.com/8738/17002883951_77874e4f20_o.jpg,72,Weekend,18,17,16,22,16,16,21,44,24,25,22,28,26
235,4753,14800,SCOTTSDALE RD & EARLL DR,Scottsdale,https://farm8.staticflickr.com/7602/16381369094_400810b63c_o.jpg,72,Weekend,4,4,3,6,2,5,8,8,5,5,6,5,5
236,4779,18093,SCOTTSDALE RD & THOMAS RD,Scottsdale,https://farm9.staticflickr.com/8744/17002883891_0167ee96e3_o.jpg,72,Weekend,36,35,33,42,33,39,47,78,40,50,44,45,46
237,4739,14802,SCOTTSDALE RD & WILSHIRE DR,Scottsdale,https://farm8.staticflickr.com/7605/17002340092_3b9412c21e_o.jpg,72,Weekend,2,2,2,3,1,2,3,7,3,2,2,3,4
238,4783,14803,SCOTTSDALE RD & OAK ST,Scottsdale,https://farm9.staticflickr.com/8698/17002340062_dc2acbda88_o.jpg,72,Weekend,3,3,3,2,3,2,3,9,5,8,6,6,7
239,4773,18094,SCOTTSDALE RD & PALM LN,Scottsdale,https://farm9.staticflickr.com/8738/17002883881_1f27805653_o.jpg,72,Weekend,7,7,6,7,7,7,8,13,7,8,6,9,8
240,4769,18095,SCOTTSDALE RD & MCDOWELL RD,Scottsdale,https://farm8.staticflickr.com/7621/16383663203_36eb61792c_o.jpg,56 | 72 | MRT,Weekend,4,4,3,1,4,17,20,31,18,41,23,25,21
241,2934,15097,HAYDEN RD & MCKELLIPS RD,Scottsdale,https://farm8.staticflickr.com/7589/17002869661_0599dc2aed_o.jpg,81,Weekend,4,4,4,5,5,6,6,11,5,5,4,4,5
242,2944,15098,HAYDEN RD & MCKINLEY ST,Scottsdale,https://farm9.staticflickr.com/8687/16796377277_fb727f8b7c_o.jpg,81,Weekend,2,2,2,3,2,2,2,4,2,2,2,3,4
243,2938,15099,HAYDEN RD & ROOSEVELT ST,Scottsdale,https://c5.staticflickr.com/2/1608/26078634772_ea73b28fdb_o.jpg,81,Weekend,4,4,4,7,7,8,8,9,6,7,6,4,6
244,8166,15100,HAYDEN RD & COMMERCE CENTER DR,Scottsdale,https://farm8.staticflickr.com/7655/16796377177_7606a27cf3_o.jpg,81,Weekend,1,1,1,2,1,4,4,8,2,2,1,1,1
245,2933,15101,HAYDEN RD & MCDOWELL RD,Scottsdale,https://farm8.staticflickr.com/7618/16817565199_de351ef670_o.jpg,81,Weekend,15,15,14,21,16,22,22,29,17,17,15,16,18
246,2943,15102,HAYDEN RD & GRANADA RD,Scottsdale,https://farm8.staticflickr.com/7642/16817577779_d091477d55_o.jpg,81,Weekend,0,0,0,,0,0,1,1,1,1,0,0,0
247,2935,15103,HAYDEN RD & OAK ST,Scottsdale,https://farm8.staticflickr.com/7601/16816283780_6c4f5c35f9_o.jpg,81,Weekend,2,2,2,2,2,2,4,6,2,2,1,2,1
248,2939,15104,HAYDEN RD & THOMAS RD,Scottsdale,https://farm8.staticflickr.com/7592/16381368834_08e334fd28_o.jpg,81,Weekend,13,13,12,19,11,19,23,27,14,18,17,15,12
249,2926,15105,HAYDEN RD & EARLL DR,Scottsdale,https://farm9.staticflickr.com/8715/16817577669_48c293a9e8_o.jpg,81,Weekend,1,1,1,1,1,0,1,2,1,1,0,0,0
250,2936,15106,HAYDEN RD & OSBORN RD,Scottsdale,https://farm9.staticflickr.com/8691/17002872091_f8c9ed6e55_o.jpg,81,Weekend,3,3,3,4,3,5,4,4,4,3,4,2,2
251,2928,13379,HAYDEN RD & INDIAN SCHOOL RD,Scottsdale,https://farm8.staticflickr.com/7603/17002883641_8d628e3ea9_o.jpg,50 | 81,Weekend,13,13,12,15,15,19,19,28,14,16,12,11,14
252,4642,15182,HAYDEN RD & CAMELBACK RD,Scottsdale,https://farm8.staticflickr.com/7629/16796362677_52ca84c75c_o.jpg,81,Weekend,5,5,5,9,7,9,9,12,8,9,8,7,8
253,4644,15183,HAYDEN RD & INDIAN SCHOOL RD,Scottsdale,https://farm8.staticflickr.com/7616/16383661513_531608ace7_o.jpg,81,Weekend,15,15,14,20,17,23,22,30,17,19,17,16,19
254,4648,15184,HAYDEN RD & OSBORN RD,Scottsdale,https://c5.staticflickr.com/2/1592/25566322284_cfd3ce1d66_o.jpg,81,Weekend,5,5,5,9,8,10,10,13,7,6,9,10,9
255,4641,16981,HAYDEN RD & EARLL DR,Scottsdale,https://farm9.staticflickr.com/8746/16817576059_52a26a5463_o.jpg,81,Weekend,1,1,1,2,3,3,3,4,2,1,1,2,1
256,4651,15186,HAYDEN RD & THOMAS RD,Scottsdale,https://farm8.staticflickr.com/7602/17003777545_bf08004748_o.jpg,81,Weekend,13,13,12,20,15,22,24,34,19,20,19,26,19
257,4647,15187,HAYDEN RD & OAK ST,Scottsdale,https://farm9.staticflickr.com/8730/16796375597_e8e48aa4d0_o.jpg,81,Weekend,3,3,3,4,2,2,3,5,3,1,2,3,3
258,9123,10152,N HAYDEN RD & E PALM LN,Scottsdale,https://farm9.staticflickr.com/8722/16817575959_c5fd8d1d58_o.jpg,81,Weekend,1,1,1,2,1,1,1,1,0,1,1,0,0
259,4646,11391,HAYDEN RD & MCDOWELL RD,Scottsdale,https://c4.staticflickr.com/2/1531/26104739611_4d389a13ec_o.jpg,81,Weekend,24,23,21,34,21,31,32,43,23,23,25,23,28
260,4650,15189,HAYDEN RD & ROOSEVELT ST,Scottsdale,https://farm8.staticflickr.com/7637/16383644293_fcb0531559_o.jpg,81,Weekend,7,7,7,8,6,11,10,14,8,8,9,10,10
261,4649,15190,HAYDEN RD & PIERCE ST,Scottsdale,https://farm9.staticflickr.com/8693/16977793446_3224285d32_o.jpg,81,Weekend,1,1,1,2,1,1,2,2,1,1,1,2,2
262,505,11383,MCDOWELL RD & 68TH ST,Scottsdale,https://farm5.staticflickr.com/4568/37581244854_4e8081c494_o.jpg,56 | 17,Weekend,2,2,2,2,2,2,2,4,0,6,1,3,2
263,506,11384,MCDOWELL RD & 70TH ST,Scottsdale,https://farm5.staticflickr.com/4525/37581218914_8af4f66591_o.jpg,56 | 17,Weekend,1,1,1,1,2,2,2,2,1,1,1,1,0
264,507,11386,MCDOWELL RD & 74TH ST,Scottsdale,https://farm5.staticflickr.com/4539/37581244734_d7c65cd2f1_o.jpg,17,Weekend,1,1,1,1,1,1,5,2,1,1,1,1,2
265,508,11387,MCDOWELL RD & 75TH ST,Scottsdale,https://farm5.staticflickr.com/4541/26516866359_228cb10b50_o.jpg,17,Weekend,5,4,4,11,3,,0,0,0,,,0,0
266,513,11388,MCDOWELL RD & MILLER RD,Scottsdale,https://farm5.staticflickr.com/4523/37581218664_55653b4e1b_o.jpg,17,Weekend,1,1,1,2,1,1,2,2,4,3,1,2,1
267,509,11389,MCDOWELL RD & 77TH ST,Scottsdale,https://farm5.staticflickr.com/4561/26516866119_5ec5d764ef_o.jpg,17,Weekend,2,2,2,2,1,3,11,4,0,1,0,0,1
268,519,11390,MCDOWELL RD & HAYDEN RD,Scottsdale,https://farm5.staticflickr.com/4536/26516865989_1c03603813_o.jpg,17,Weekend,2,2,2,1,1,3,3,3,1,2,1,2,1
269,615,11392,ROOSEVELT ST & HAYDEN RD,Scottsdale,https://farm5.staticflickr.com/4578/37581218574_62deed2069_o.jpg,SNTR,Weekend,,,,,,,,,,,,,
270,9595,16909,POWER RD & HERMOSA VISTA,Mesa,https://farm8.staticflickr.com/7311/15877506503_f5ff4549d2_o.jpg,184,Weekend,0,0,0,,,,0,0,,,0,0,
271,9597,16900,48TH ST & JASMINE ST,Mesa,https://farm9.staticflickr.com/8574/16497694505_42da44048b_o.jpg,136,Weekend,,,,,,,,,,,,,
272,612,11393,ROOSEVELT ST & 82ND ST,Scottsdale,https://farm5.staticflickr.com/4585/38260801312_9bca3276cf_o.jpg,SNTR,Weekend,,,,,,,,,,,,,
273,621,11394,ROOSEVELT ST & GRANITE REEF RD,Scottsdale,https://farm5.staticflickr.com/4732/38286029995_81e2beb46b_o.jpg,SNTR,Weekend,,,,,,,,,,,,,
274,2917,11395,GRANITE REEF RD & ROOSEVELT ST,Scottsdale,https://farm8.staticflickr.com/7597/17002881571_fc61720d2e_o.jpg,SNTR,Weekend,,,,,,,,,,,,,
275,2924,11396,GRANITE REEF RD & MCDOWELL RD,Scottsdale,https://farm9.staticflickr.com/8717/17002339262_434a843867_o.jpg,SNTR,Weekend,,,,,,,,,,,,,
276,5767,11397,MCDOWELL RD & GRANITE REEF RD,Scottsdale,https://farm9.staticflickr.com/8753/17002339102_7a6f0342b1_o.jpg,17,Weekend,13,12,12,16,10,12,14,23,16,18,17,14,14
